LOCCODE,TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,PREK_SEATS,3K_SEATS,EL_SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR,DYNAMIC
09XANW,NYCEEC,X,Highbridge Advisory Council Head Start,,718-992-1321,880 River Avenue,10452,1,52,,26,1004909,241051,hacceo1@aol.com,https://hacfamilyservices.org/,3,2,09XANW,info,,0,0,0,0,0,1,,
09XANZ,NYCEEC,X,Walton (Center #5),,718-215-2220,1871 Walton Avenue,10453,1,76,,35,1009205,248531,gmercado@lapen.com,https://lapen.com,3,7,09XANZ,info,8:30:00 AM,0,0,0,0,0,1,,
09XAOA,NYCEEC,X,Promesa Multi-Cultural DCC II,,347-649-3267,300 East 175th Street,10457,1,74,,46,1010673,247693,awhite@promesa.org,https://promesa.org,3,6,09XAOA,info,8:30:00 AM,0,0,209,0,0,1,,
09XAOC,NYCEEC,X,South Bronx III,,718-538-4112,1458 Webster Avenue,10456,1,36,,38,1010280,244553,southbronxhs3@aol.com,,5,9,09XAOC,info,,0,0,209,0,0,1,,
09XAOD,NYCEEC,X,BronxWorks,,718-508-3054,1130 Grand Concourse,10456,1,40,,16,1006701,242570,oadegoke@bronxworks.org,https://bronxworks.org,3,3,09XAOD,info,8:00:00 AM,0,0,0,0,0,1,,
09XAOF,NYCEEC,X,Tremont Monterey Day Care Center II,,718-466-6700,1600 Bathgate Avenue,10457,1,32,,27,1011650,245000,tmdccsiteii@aol.com,https://tremontmonterey.com,3,3,09XAOF,info,9:00:00 AM,1,1,209,0,0,1,,
09XAOI,NYCEEC,X,Sharon Baptist - Center IV,,718-466-1604,1925 Bathgate Avenue,10457,1,47,,44,1012697,247994,bmanners@sharonbaptistheadstart.org,https://sharonbaptistheadstart.org,3,7,09XAOI,info,8:00:00 AM,0,0,0,0,0,1,,
09XAOK,NYCEEC,X,Seventh Avenue Center for Family Services,,718-901-0140,1646 Montgomery Avenue,10453,1,31,,20,1006412,248497,info@7thavenuecenter.org,,3,6,09XAOK,info,8:00:00 AM,0,0,0,0,0,1,,
09XAQZ,NYCEEC,X,Mid Bronx CCRP ECC 1,,718-590-7014,1125 Grand Concourse,10452,1,115,,126,1006307,242701,mvanputten@midbronx.org,https://midbronx.org,3,6,09XAQZ,info,,0,0,0,0,0,1,,
09XARC,NYCEEC,X,Fulton (Center #4),,718-215-2020,1717 Fulton Avenue,10457,1,54,,56,1012465,245969,bnixon@lapen.com,,3,6,09XARC,info,8:30:00 AM,0,0,0,1,0,1,,
09XARD,NYCEEC,X,Bronx Early Learning Center,,718-466-3915,1887 Bathgate Avenue,10457,1,16,,,1012610,247677,snissim@voa-gny.org,https://voa-gny.org,3,3,09XARD,info,8:40:00 AM,0,0,209,0,0,0,,
09XARK,NYCEEC,X,Sacred Heart Head Start,,718-293-2006,95 West 168th Street,10452,2,36,,,1005170,244756,mserrano@cmcs.org,https://cmcs.org,3,3,09XARK,info,8:00:00 AM,0,0,0,0,0,1,,
09XARS,NYCEEC,X,3467 Ready Set Learn,,718-665-1234,3467 Third Avenue,10456,1,72,,,1010160,241649,Encarnacionchristina@gmail.com,,5,9,09XARS,info,9:00:00 AM,1,1,209,0,0,0,,
09XASB,NYCEEC,X,New Covenant Christian School,,718-328-6072,1179 Boston Road,10456,1,18,,,1011106,241389,arodriguez@ncchristianschool.org,https://ncchristianschool.org,5,9,09XASB,info,8:30:00 AM,1,1,0,0,0,0,,
09XASE,NYCEEC,X,Fort George Universal Pre-K,,212-795-9184,489 St. Paul's Place,10456,1,36,,,1010913,243946,agrossbard@ftgeocenterhs.org,https://fortgeorgecenter.org,3,3,09XASE,info,8:00:00 AM,0,0,0,0,0,0,,
09XATC,NYCEEC,X,United Bronx Parents,,917-259-7443,1332 Fulton Avenue,10456,1,18,,39,1011231,242773,canegron@promesa.org,,5,9,09XATC,info,8:00:00 AM,0,1,0,0,0,1,,
09XAUH,NYCEEC,X,LA PENINSULA 175 Street,,718-215-8751,499 East 175th Street,10457,1,34,,68,1012307,247051,gmercado@lapen.com,https://www.lapen.com,2,9,09XAUH,info,8:30:00 AM,0,0,0,0,0,1,,
09XAUZ,NYCEEC,X,BronxWorks,,347-590-8955,1472 Montgomery Avenue,10453,1,36,,,1006112,248011,tomokpo@bronxworks.org,https://bronxworks.org,3,6,09XAUZ,info,8:30:00 AM,1,1,0,0,0,0,,
09XAWX,NYCEEC,X,Fabiana Day Care Academy Universal Pre-K,,718-588-4545,937 Teller Avenue,10451,1,25,,,1007579,240281,rebonano@gmail.com,,7,6,09XAWX,info,8:30:00 AM,0,0,209,0,0,0,,
09XAYV,NYCEEC,X,Promesa Head Start,,718-741-1950,1650 Undercliff Avenue,10453,1,36,,,1006054,248879,awhite@promesa.org,https://acacianetwork.org,3,9,09XAYV,info,8:30:00 AM,0,0,0,0,0,0,,
09XAZC,NYCEEC,X,Jesus Loves the Little Angels 2,,570-216-6053,1500 Morris Avenue #B,10457,1,12,,,1009174,245447,Imatthew02@hotmail.com,,2,2,09XAZC,info,8:00:00 AM,0,1,0,0,0,0,,
09Z066,PKC,X,Garden of Learning and Discovery Pre-K Center at 1434 Ogden Avenue,,718-583-8975,1434 Ogden Avenue,10452,1,90,,,1005417,246614,rbatista@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District9PKC,2,2,09Z066,info,8:50:00 AM,0,1,0,0,0,0,,
10X003,DOE,X,P.S. 3 Raul Julia Micro Society,,718-584-1899,2100 Lafontaine Avenue,10457,1,36,,,1014171,249042,DBrown55@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x003,2,3,10X003,info,8:00:00 AM,0,1,0,0,0,0,,
10X009,DOE,X,P.S. 9 Ryer Avenue Elementary School,,718-584-3291,230 East 183rd Street,10458,1,72,,,1012258,251425,JBailey5@schools.nyc.gov,https://ps9online.org,3,1,10X009,info,8:00:00 AM,0,0,0,0,0,0,,
10X020,DOE,X,"P.S./M.S. 20 P.O. George J. Werdann, III",,718-515-9370,3050 Webster Avenue,10467,1,18,,,1017702,256118,JRiley3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x020,2,7,10X020,info,8:00:00 AM,0,0,0,0,0,0,,
10X023,DOE,X,P.S. 23 The New Children's School,,718-584-3992,2151 Washington Avenue,10457,1,54,,,1013356,250167,storres3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x023,2,3,10X023,info,8:20:00 AM,0,1,0,0,0,0,,
10X032,DOE,X,P.S. 32 Belmont,,718-584-3645,690 East 183rd Street,10458,1,36,,,1015772,249682,rbookman@schools.nyc.gov,https://www.ps32belmont.com,2,9,10X032,info,8:00:00 AM,0,0,0,0,0,0,,
10X033,DOE,X,P.S. 33 Timothy Dwight,,718-584-3926,2424 Jerome Avenue,10468,1,54,,,1011575,253227,LSantos4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x033,3,7,10X033,info,8:00:00 AM,0,0,0,0,0,0,,
10X051,DOE,X,P.S. 51 Bronx New School,,718-733-0347,695 East 182nd Street,10457,1,18,,,1015560,249327,mhong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x051,2,1,10X051,info,8:00:00 AM,0,0,0,0,0,0,,
10X054,DOE,X,P.S./I.S. 54,,718-584-4203,2703 Webster Avenue,10458,1,54,,,1015291,254403,mferrei@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x054,3,3,10X054,info,8:00:00 AM,1,0,0,0,0,0,,
10X059,DOE,X,P.S. 59 The Community School of Technology,,718-584-4730,2185 Bathgate Avenue,10457,1,72,,,1013708,250098,sbasu@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x059,2,3,10X059,info,8:00:00 AM,0,0,0,0,0,0,,
10X077,DOE,X,Bedford Park Elementary School,,718-696-6400,3177 Webster Avenue,10467,1,36,,,1018597,257169,CHeredi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x077,2,3,10X077,info,8:00:00 AM,0,0,0,0,0,0,,
10X085,DOE,X,P.S. 85 Great Expectations,,718-584-5275,2400 Marion Avenue,10458,1,90,,,1013385,252272,amacleo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x085,2,7,10X085,info,7:30:00 AM,0,0,0,0,0,0,,
10X086,DOE,X,P.S. 86 Kingsbridge Heights,,718-584-5585,2756 Reservoir Avenue,10468,1,36,,,1012385,256185,ftyson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x086,2,9,10X086,info,8:15:00 AM,0,0,0,0,0,0,,
10X207,DOE,X,P.S. 207,,718-796-9645,3030 Godwin Terrace,10463,1,36,,,1010158,259254,Akravit2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x207,2,1,10X207,info,8:00:00 AM,1,0,0,0,0,0,,
10X209,DOE,X,P.S. 209,,718-364-0085,313 East 183rd Street,10458,1,36,,,1012625,251425,AKeegan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x209,2,7,10X209,info,8:00:00 AM,0,0,0,0,0,0,,
10X226,DOE,X,P.S. 226,,718-583-5560,1950 Sedgwick Avenue,10453,1,36,,,1007450,251055,gdarden@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x226,3,3,10X226,info,8:00:00 AM,0,0,0,0,0,0,,
10X310,DOE,X,P.S. 310 Marble Hill,,718-796-9434,260 West Kingsbridge Road,10463,1,72,,,1010444,257205,ECardon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x310,2,3,10X310,info,8:15:00 AM,0,0,0,0,0,0,,
10X340,DOE,X,P.S. 340,,718-220-1830,25 West 195th Street,10468,1,18,,,1012674,255963,anichol@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x340,2,3,10X340,info,8:10:00 AM,0,0,0,0,0,0,,
10X344,DOE,X,Ampark Neighborhood,,718-548-3451,3961 Hillman Avenue,10463,1,18,,,1014320,260960,bdurgin@schools.nyc.gov,https://www.amparkneighborhoodschool.org,2,7,10X344,info,8:15:00 AM,1,1,0,0,0,0,,
10X360,DOE,X,P.S. 360,,718-548-1511,2880 Kingsbridge Terrace,10463,1,54,,,1011283,257987,jtorres60@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x360,2,3,10X360,info,8:00:00 AM,0,0,0,0,0,0,,
10X386,DOE,X,School for Environmental Citizenship,,718-563-3292,125 East 181st Street,10453,1,72,,,1010935,250846,LFox2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x386,2,3,10X386,info,8:20:00 AM,0,0,0,0,0,0,,
10X396,DOE,X,P.S. 396,,718-294-0862,1930 Andrews Avenue,10453,1,36,,,1008316,250639,tcostello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x396,2,3,10X396,info,8:00:00 AM,0,0,0,0,0,0,,
10XAAH,NYCEEC,X,Amalgamated Nursery School,,718-543-8688,3980 Orloff Avenue,10463,1,35,,,1014084,261453,amalgamatedns@gmail.com,https://amalgamatednurseryschool.com,5,9,10XAAH,info,9:00:00 AM,1,1,0,0,0,0,,
10XACM,NYCEEC,X,Our Lady of Mount Carmel,,718-295-6080,2465 Bathgate Avenue,10458,1,100,,,1014990,252015,aguzman@mtcarmelschoolbronx.org,https://mtcarmelschoolbronx.org,3,3,10XACM,info,8:00:00 AM,1,1,0,0,0,0,,
10XACY,NYCEEC,X,Saint Ann - Our Lady of Mount Carmel Annex,,646-794-2881,260 East 207th Street,10467,1,100,,,1017830,260531,EarlyChildhood.Education@ArchNY.org,,5,9,10XACY,info,,1,1,0,0,0,0,,
10XADH,NYCEEC,X,Saint Brendan School,,718-653-2292,268 East 207th Street,10467,1,100,,,1018077,258240,stbrendanschoolbronx@gmail.com,https://stbrendanschoolbronx.org,3,3,10XADH,info,8:15:00 AM,1,1,0,0,0,0,,
10XADP,NYCEEC,X,St. Gabriel School,,718-548-0444,590 West 235th Street,10463,1,40,,,1008741,262055,anaccari@saintgabrielschoolbronx.org,https://saintgabrielschoolbronx.org,2,9,10XADP,info,8:10:00 AM,0,0,0,0,0,0,,
10XADV,NYCEEC,X,Saint John School,,609-892-8177,3143 Kingsbridge Avenue,10463,1,54,,,1010258,260215,lyneelopez@gmail.com,https://stjohnschoolbronx.org,5,9,10XADV,info,8:00:00 AM,0,0,0,0,0,0,,
10XAEB,NYCEEC,X,Saint Margaret of Cortona,,718-549-8580,452 West 260th Street,10471,1,120,,,1011055,270141,principal@smcsriverdale.org,https://smcsriverdale.org,2,3,10XAEB,info,8:00:00 AM,1,1,0,0,0,0,,
10XAEN,NYCEEC,X,St. Simon Stock,,718-367-0453,2195 Valentine Avenue,10457,1,80,,,1012174,250892,Principal@stsimonstockschool.org,https://www.stsimonstockschool.org,3,4,10XAEN,info,8:00:00 AM,0,1,0,0,0,0,,
10XAHH,NYCEEC,X,Trabajamos Community Head Start,,917-259-7081,1997 Bathgate Avenue,10457,1,40,,69,1013008,248709,lbtrabajamos_hs@yahoo.com,https://www.trabajamoscommunityheadstart.com,3,3,10XAHH,info,9:30:00 AM,0,0,0,0,0,1,,
10XAHM,NYCEEC,X,Northeast Bronx Day Care Center (Susan Wagner),,718-601-5401,5401 Post Road,10471,2,18,,,1012413,267701,sewriverdale@gmail.com,,3,7,10XAHM,info,8:30:00 AM,1,1,0,0,0,0,,
10XAIF,NYCEEC,X,Be Above 52,,718-466-7519,1810 Davidson Avenue,10453,1,51,,46,1008628,248837,gmoriah@babove.com,,3,7,10XAIF,info,9:00:00 AM,1,1,0,0,0,1,,
10XAJB,NYCEEC,X,"Concourse House, HDFC",,917-801-2515,2348 Webster Avenue,10458,1,65,,22,1013411,251627,wgelabert@concoursehouse.org,https://concoursehouse.org,3,3,10XAJB,info,8:00:00 AM,0,1,0,0,0,1,,
10XAKZ,NYCEEC,X,Harry H. Gordon School (NYL),,718-367-5917,2465 Bathgate Avenue,10458,1,8,,,1014939,251939,Mbybel@nylel.org,https://Nylel.org,2,3,10XAKZ,info,8:15:00 AM,0,0,0,0,1,0,,
10XALJ,NYCEEC,X,"Saint Jemuel Group Family Day Care, Inc.",,718-601-9753,2836 Webb Avenue,10468,1,31,,11,1011744,257263,stjemuel@yahoo.com,https://www.saintjemueldaycare.org,3,6,10XALJ,info,8:30:00 AM,0,0,0,0,0,1,,
10XALT,NYCEEC,X,Riverdale Nursery School And Family Center,,718-884-3950,3816 Waldo Avenue,10463,1,20,,,1010899,262721,info@rnsfc.org,,7,9,10XALT,info,8:50:00 AM,1,1,0,0,0,0,,
10XALV,NYCEEC,X,Kingsbridge Heights Community Center,,718-690-9466,295 West 231st Street,10463,1,78,,36,1009731,260248,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org,3,3,10XALV,info,8:00:00 AM,0,1,209,0,0,1,,
10XAMB,NYCEEC,X,Trabajamos Community Head Start,,917-962-9720,2167 University Avenue,10453,1,20,,18,1009274,251887,pcordero.trabajamos@gmail.com,,3,6,10XAMB,info,,0,0,0,0,0,1,,
10XAMQ,NYCEEC,X,Mosholu Montefiore - Van Cortlandt,,718-543-0231,3880 Sedgwick Avenue,10463,2,36,,,1013642,260882,nstombaugh@mmcc.org,https://mmcc.org,3,7,10XAMQ,info,8:30:00 AM,1,1,0,0,0,0,,
10XAOL,NYCEEC,X,St. Nicholas of Tolentine Head Start,,718-364-7608,2331 University Avenue,10468,3,18,,,1010252,253344,msuarez@cmcs.org,https://cmcs.org,3,2,10XAOL,info,8:30:00 AM,0,0,0,0,0,1,,
10XAOM,NYCEEC,X,Belmont Community Day Care Center,,718-584-1576,2340 Cambreleng Avenue,10458,1,100,,37,1016011,250310,bcdaycare@verizon.net,https://Belmontdaycarecenter.com,5,3,10XAOM,info,8:15:00 AM,0,1,209,0,0,1,,
10XAON,NYCEEC,X,Brenda's Playschool,,718-796-5048,3930 Bailey Avenue,10463,1,12,,,1013286,261771,brendacaceres@aol.com,,5,6,10XAON,info,8:30:00 AM,1,1,0,0,0,0,,
10XAOT,NYCEEC,X,Kingsbridge Heights Community Center,,718-884-0700,3101 Kingsbridge Terrace,10463,1,38,,28,1011744,259002,joconnor@khcc-nyc.org,https://http://www.khcc-nyc.org,3,3,10XAOT,info,8:00:00 AM,0,1,209,0,0,1,,
10XAOU,NYCEEC,X,Marble Hill Nursery School,,718-562-7055,5470 Broadway,10463,1,40,,,1009996,258430,marblehill5470@aol.com,https://marblehillnurseryschool.org,7,7,10XAOU,info,9:00:00 AM,1,1,0,0,0,0,,
10XAOV,NYCEEC,X,MARC Academy and Family Center,,718-562-3410,2105 Jerome Avenue,10453,1,62,,30,1010084,250789,nwilliams@marcafc.org,https://www.marcafc.org,3,9,10XAOV,info,8:00:00 AM,0,0,209,0,0,1,,
10XAOW,NYCEEC,X,Mosholu Montefiore Community Center - Northside Annex,,718-405-0020,3512 Dekalb Avenue,10467,2,20,,,1017452,260836,jcruz@mmcc.org,https://mmcc.org,3,7,10XAOW,info,8:30:00 AM,0,1,0,1,0,0,,
10XAOX,NYCEEC,X,Child Development Center of Mosholu Montefiore CC,,718-654-0563,3450 DeKalb Avenue,10467,3,144,,,1017203,260454,mdcastro@mmcc.org,https://mmcc.org,3,3,10XAOX,info,8:30:00 AM,0,1,0,0,0,1,,
10XAPA,NYCEEC,X,"Riverdale Neighborhood House, Inc.",,718-549-8100,5521 Mosholu Avenue,10471,1,72,,,1010824,268413,kpowers@riverdaleonline.org,https://riverdaleonline.org,7,3,10XAPA,info,8:00:00 AM,0,1,0,0,0,0,,
10XAPB,NYCEEC,X,Riverdale Presbyterian Church and Nursery School,,718-548-8260,4765 Henry Hudson Parkway West,10471,1,40,,,1009336,265654,laurenrpcns@gmail.com,https://rpcnurseryschool.com,7,9,10XAPB,info,9:00:00 AM,1,1,0,0,0,0,,
10XAPC,NYCEEC,X,Riverdale Temple Nursery School,,718-796-0335,4545 Independence Avenue,10471,1,44,,,1008351,264156,nsdirector.rtns@gmail.com,https://riverdaletemplens.org,7,3,10XAPC,info,8:45:00 AM,1,0,0,0,0,0,,
10XAPD,NYCEEC,X,Riverdale Y Early Childhood Program,,347-913-4445,5625 Arlington Avenue,10471,1,36,,,1009650,269077,ehausman@riverdaley.org,https://riverdaley.org,7,3,10XAPD,info,8:45:00 AM,1,1,0,0,0,0,,
10XAPE,NYCEEC,X,Spuyten Duyvil Preschool,,718-549-1525,3041 Kingsbridge Avenue,10463,1,40,,,1009812,259691,director@spuytenduyvilpreschool.org,https://spuytenduyvilpreschool.org,7,7,10XAPE,info,8:40:00 AM,1,1,0,0,0,0,,
10XAPI,NYCEEC,X,Saint Dominic�s TORCH,,718-365-7238,2340 Andrews Avenue,10468,1,26,,,1010129,253401,erosally@sdomhome.org,https://stdominicshome.org,2,2,10XAPI,info,8:15:00 AM,0,0,0,0,0,0,,
10XAPK,NYCEEC,X,Salvation Army - Tremont,,718-563-1530,2121 Washington Avenue,10457,1,18,,45,1013186,249763,deborah.williams@use.salvationarmy.org,https://salvationarmy.org,7,3,10XAPK,info,9:00:00 AM,1,1,0,0,0,1,,
10XAPN,NYCEEC,X,1199 Future of America Learning Center,,718-562-2915,2500 Creston Avenue,10468,1,60,,,1012506,253623,bonnie.mallonga@1199ccc.org,https://childcarecorp.org/falc,3,6,10XAPN,info,9:30:00 AM,1,1,0,0,0,0,,
10XAQS,NYCEEC,X,Happy Days at Riverdale,,718-601-1300,2975 Independence Avenue,10463,1,18,,,1006704,261059,happydaysrd@gmail.com,https://www.renanimpreschool.com,3,9,10XAQS,info,8:00:00 AM,1,1,0,0,0,0,,
10XARI,NYCEEC,X,Lehman College Childcare Center,,718-960-8746,250 Bedford Park Boulevard West�,10468,1,18,,,1013778,258009,jaci@imagineelc.com,https://imagineelc.com,7,9,10XARI,info,9:30:00 AM,1,1,0,0,0,0,,
10XARV,NYCEEC,X,Bronx Day Care Center Inc.,,718-299-2275,559 East Tremont Avenue,10457,1,18,,,1013339,247756,Bronxdaycarecenter@gmail.com,https://WWW.BRONXDAYCAREPROVIDER.COM,2,2,10XARV,info,8:00:00 AM,1,0,0,0,0,0,,
10XASH,NYCEEC,X,Tolentine Zeiser Community Life Center,,718-933-6935,2340 Andrews Avenue,10468,1,120,,42,1010162,253394,mgmaggie2@aol.com,https://tzclc.org,3,1,10XASH,info,8:30:00 AM,0,0,0,0,0,1,,
10XASN,NYCEEC,X,Lion of Judah Christian Academy (LOJCA),,718-772-3238,2336 Andrews Avenue,10468,1,12,,,1010085,253313,lojcarev55@yahoo.com,,3,9,10XASN,info,8:30:00 AM,1,1,0,0,0,0,,
10XASV,NYCEEC,X,"Bright Star Day Care at Rochambeau, Inc.",,718-881-2000,3130 Rochambeau Avenue,10467,1,52,,,1017415,257712,brightstar3130@gmail.com,,2,9,10XASV,info,8:00:00 AM,0,0,201,1,0,0,,
10XATD,NYCEEC,X,Bronx Community College Early Childhood Center,,718-289-5461,2010 Sedgwick,10468,1,24,,6,1007708,251676,jitinder.walia@bcc.cuny.edu,,3,3,10XATD,info,8:30:00 AM,0,0,0,0,0,1,,
10XATH,NYCEEC,X,"MARC Academy and Family Center, Inc.",,718-562-3410,2863 Webster Avenue,10458,1,50,,,1023859,249455,Ayork@marcafc.org,,5,9,10XATH,info,,0,0,0,0,0,1,,
10XATN,NYCEEC,X,Miss Francine Day School II,,718-295-3100,2169 Grand Concourse,10453,1,20,,,1011503,250821,lloyd714@aol.com,,3,9,10XATN,info,8:00:00 AM,1,1,0,0,0,0,,
10XAUP,NYCEEC,X,St. Martin of Tours Head Start,,718-220-4750,695 East 182nd Street,10457,1,36,,,1015588,249231,erosa@cmcs.org,https://http://www.cmcs.org/,3,4,10XAUP,info,8:30:00 AM,0,0,0,0,0,1,,
10XAVS,NYCEEC,X,Bedrock Preschool,,718-884-0020,3220 Arlington Avenue,10463,1,58,,,1008588,261603,mego@bedrockpreschool.com,https://www.BedRockPreschool.com,3,7,10XAVS,info,8:30:00 AM,1,1,0,0,0,0,,
10XAXA,NYCEEC,X,Reach One To Teach One,,718-220-8406,5480 Broadway,10463,1,38,,,1010033,258463,reachonetoteachoneelc@gmail.com,https://reachonetoteachone.org,3,6,10XAXA,info,8:00:00 AM,1,0,0,0,0,0,,
10XAYB,NYCEEC,X,Lil Inventors - University Avenue,,718-975-7225,75 West 190th Street,10468,1,52,,,1011075,254557,mcolon84@live.com,https://www.lilinventors.com,3,6,10XAYB,info,8:15:00 AM,1,1,209,0,0,0,,
10XAYE,NYCEEC,X,Little Scholars Early Development Center,,718-576-6630,15 West 176th Street,10453,1,72,,,1008405,248418,jcorniel29@gmail.com,https://littlescholarsedc.com,5,3,10XAYE,info,8:30:00 AM,1,1,0,0,0,0,,
10XAZG,NYCEEC,X,Yearling Nursery School,<b>Note:</b> Prioritize 20% of seats for students who have a home language other than English.,718-549-1606,604 West 227th Street,10463,1,12,,,1007594,260008,yearling78@aol.com,https://YearlingNurserySchool.com,7,9,10XAZG,info,8:30:00 AM,1,0,0,0,0,0,,
10XBAH,NYCEEC,X,The Learning Experience,,718-708-5884,3210 Riverdale Avenue,10463,2,18,,,1009643,260990,riverdale@tlechildcare.com,,5,9,10XBAH,info,,1,1,0,0,0,0,,
10Z087,PKC,X,Rose Hill Pre-K Center at 2512 Marion Avenue,,929-303-3925,2512 Marion Avenue,10458,1,288,,,1013841,253070,NMcguirk@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC,2,3,10Z087,info,8:10:00 AM,0,0,0,0,0,0,,
10Z091,PKC,X,Rose Hill Pre-K Center at 3605 Sedgwick Avenue,,718-543-2581,3605 Sedgwick Avenue,10463,1,36,,,1012875,260464,nlubka@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC,2,2,10Z091,info,8:10:00 AM,0,0,0,0,0,0,,
10Z092,PKC,X,Rose Hill Pre-K Center at 3560 Webster Avenue,,718-920-0680,3560 Webster Avenue,10467,1,90,,,1020020,260225,TLorenz@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC,2,9,10Z092,info,8:10:00 AM,0,0,0,0,0,0,,
10Z098,PKC,X,Rose Hill Pre-K Center at 5500 Broadway,,718-329-8480,5500 Broadway,10463,1,54,,,1010194,258829,WRodriguez3@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC,2,1,10Z098,info,8:10:00 AM,0,0,0,0,0,0,,
10Z107,PKC,X,Rose Hill Pre-K Center at 2490-2500 Webster Avenue,,347-735-4018,2490-2500 Webster Avenue,10458,1,198,,,1014062,252926,JSarkodie@schools.nyc.gov,https://schools.nyc.gov/Academics/EarlyChildhood/District10PKC,2,9,10Z107,info,8:10:00 AM,0,0,0,0,0,0,,
11X016,DOE,X,P.S. 16 Wakefield,,718-324-1262,4550 Carpenter Avenue,10470,1,36,,,1024477,268049,moconne2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x016,2,7,11X016,info,8:00:00 AM,1,0,0,0,0,0,,
11X068,DOE,X,P.S. 68 Bronx,,718-324-2854,4011 Monticello Avenue,10466,1,18,,,1028857,264112,nrobinson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x068,2,7,11X068,info,8:10:00 AM,0,0,0,0,0,0,,
11X078,DOE,X,P.S. 78 Anne Hutchinson,,718-652-1244,1400 Needham Avenue,10469,1,36,,,1025542,259409,cskerri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x078,2,3,11X078,info,8:10:00 AM,0,0,0,0,0,0,,
11X089,DOE,X,P.S. 89 Bronx,,718-653-0835,980 Mace Avenue,10469,1,54,,,1023177,253641,RMartin72@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x089,2,3,11X089,info,8:00:00 AM,0,0,0,0,0,0,,
11X106,DOE,X,P.S. 106 Parkchester,,718-892-1006,1514 Olmstead Avenue,10462,1,54,,,1024405,244366,emontal@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x106,2,9,11X106,info,8:10:00 AM,0,0,0,0,0,0,,
11X108,DOE,X,P.S. 108 Philip J. Abinanti,,718-863-9829,1166 Neill Avenue,10461,1,18,,,1024921,250658,CSperra@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x108,5,9,11X108,info,,0,0,0,0,0,0,,
11X111,DOE,X,P.S. 111 Seton Falls,,718-881-2418,3740 Baychester Avenue,10466,1,54,,,1028527,261585,aburrell@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x111,3,3,11X111,info,8:00:00 AM,0,0,0,0,0,0,,
11X112,DOE,X,P.S. 112 Bronxwood,,718-654-6377,1925 Schieffelin Avenue,10466,1,54,,,1027392,261662,atucci@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x112,3,3,11X112,info,8:00:00 AM,0,0,0,0,0,0,,
11X121,DOE,X,P.S. 121 Throop,,718-654-2055,2750 Throop Avenue,10469,1,36,,,1025564,255179,rbrunson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x121,2,7,11X121,info,8:00:00 AM,0,0,0,0,0,0,,
11X153,DOE,X,P.S. 153 Helen Keller,,718-904-5550,650 Baychester Avenue,10475,1,18,,,1030375,257393,grivera42@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x153,2,9,11X153,info,8:00:00 AM,0,0,0,0,0,0,,
11X160,DOE,X,P.S. 160 Walt Disney,,718-822-8402,4140 Hutchinson River Parkway East,10475,1,54,,,1032914,254226,kgray6@schools.nyc.gov,https://http://www.thewaltdisneyschool.org/,2,3,11X160,info,8:00:00 AM,0,0,0,0,0,0,,
