x,y,type,name,address,borough,zip,phone
1000382,190102,NYCEEC,Glorious And Gifted ECC Inc.,421 Throop Ave,K,11221,718-812-0426
996395,161684,NYCEEC,Free Greek Community Of The Three Hierarchs,1720 Ave P,K,11229,718-339-0280
1003059,161147,NYCEEC,Itty Bitty Adventures Preschool,3416 Ave S,K,11234,718-375-4700
993934,150819,NYCEEC,Learn And Explore,330 Neptune Ave,K,11235,718-513-3600
983845,160708,NYCEEC,Little Sunshine Preschool,1815 85th St,K,11214,347-921-1815
981992,168708,NYCEEC,Okie Dokie Day Care,1002 65th St,K,11219,646-261-0936
990177,186542,NYCEEC,NY Preschool Park Slope,125 5th Ave,K,11217,718-228-0800
990640,169321,NYCEEC,Sweet Home DCC,927 Macdonald Ave,K,11218,718-871-4301
998899,176369,NYCEEC,Candy Kid's DCC,3212 Church Ave,K,11226,718-287-6200
992646,174992,NYCEEC,Gated Academy,1019 Church Ave,K,11218,718-693-3699
983195,171140,NYCEEC,My Sunshine Kids Inc.,928 55th St,K,11219,718-877-9833
982011,165313,NYCEEC,Little Hands And Feet School,1270 Bay Rdg Pkwy,K,11228,718-680-5437
987976,162301,NYCEEC,Little Sunshine Child Development,2102 70th St,K,11204,347-673-7239
993251,149815,NYCEEC,Sarah Winner Daycare,2997 Ocean Pkwy,K,11235,917-804-8284
998422,157212,NYCEEC,Brooklyn Star Daycare Inc.,2175 East 22 St,K,11229,718-934-0075
990117,176907,NYCEEC,One World Project - Brooklyn,302 Vanderbilt St,K,11218,212-929-0839
995143,151756,NYCEEC,Bam Bam's Playhouse,714 Banner Ave,K,11235,347-613-9475
996871,163066,NYCEEC,Imaginarium Child,1954 Ocean Ave,K,11230,917-689-3300
984943,198898,DOE,P.S. 001 Alfred E Smith,8 Henry St,M,10038,212-267-4133
982537,206190,DOE,P.S. 003 Charrette School,490 Hudson St,M,10014,212-691-1183
1005727,252054,DOE,P.S. 005 Ellen Lurie,3703 Tenth Ave,M,10034,212-567-8109
1001794,245009,DOE,P.S. 008 Luis Belliard,465 West 167 St,M,10032,212-928-4364
984061,210431,DOE,P.S. 011 William T Harris,320 West 21 St,M,10011,212-929-1743
988634,205140,DOE,P.S. 019 Asher Levy,185 1 Ave,M,10003,212-533-5340
1000300,242214,DOE,P.S. 028 Wright Brothers,475 West 155 St,M,10032,212-690-3014
984209,212170,DOE,P.S. 033 Chelsea Prep,281 9 Ave,M,10001,212-244-6426
996044,234601,DOE,P.S. 036 Margaret Douglas,123 Morningside Dr,M,10027,212-690-5807
999494,226582,DOE,P.S. 38 Roberto Clemente,232 East 103 St,M,10029,212-860-5882
984442,207285,DOE,P.S. 041 Greenwich Village,116 West 11 St,M,10011,212-675-2756
1001975,242268,DOE,P.S. 046 Arthur Tappan,2987 Frederick Dgls Blvd,M,10039,212-360-1519
985591,216656,DOE,P.S. 051 Elias Howe,525 West 44th St,M,10036,212-315-7160
988036,203208,DOE,The Star Academy - Ps63,121 East 3 St,M,10009,212-674-3180
998767,227582,DOE,The Lexington Academy,131 East 104 St,M,10029,212-860-5831
1000188,228334,DOE,P.S. 083 Luis Munoz Rivera,219 East 109 St,M,10029,212-860-5847
990406,224094,DOE,P.S. 087 William Sherman,160 West 78 St,M,10024,212-678-2826
999200,236265,DOE,P.S. 092 Mary McLeod Bethune,222 West 134 St,M,10030,212-690-5915
1007005,255485,DOE,P.S. 098 Shorac Kappock,512 West 212 St,M,10034,212-927-7870
998589,228939,DOE,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,1615 Madison Ave,M,10029,212-860-5803
987176,218312,DOE,P.S. 111 Adolph S Ochs,440 West 53 St,M,10019,212-582-7420
1002225,247606,DOE,P.S. 115 Alexander Humboldt,586 West 177 St,M,10033,212-927-9233
999649,238086,DOE,P.S. 123 Mahalia Jackson,301 West 140 St,M,10030,212-342-6200
996483,234615,DOE,P.S. 125 Ralph Bunche,425 West 123 St,M,10027,212-666-6400
1001154,245745,DOE,P.S. 128 Audubon,560 West 169 St,M,10032,212-927-0607
984696,201108,DOE,P.S. 130 Hernando De Soto,143 Baxter St,M,10013,212-226-8072
988696,199514,DOE,P.S. 134 Henrietta Szold,293 East Broadway,M,10002,212-673-4470
988831,201263,DOE,P.S. 140 Nathan Straus,123 Rdg St,M,10002,212-677-4680
993925,230396,DOE,The Bloomingdale Magnet School For Multimedia Communication,150 West 105 St,M,10025,212-678-2857
998595,231664,DOE,P.S. 149 Sojourner Truth,41 West 117 St,M,10026,646-672-9020
1004217,252658,DOE,P.S. 152 Dyckman Valley,93 Nagle Ave,M,10040,212-567-5456
998368,234654,DOE,P.S. 154 Harriet Tubman,250 West 127 St,M,10027,212-864-2400
997867,219948,DOE,P.S. 158 Bayard Taylor,1458 York Ave,M,10075,212-744-6562
993633,231720,DOE,P.S. 165 Robert E Simon,234 West 109 St,M,10025,212-678-2873
997631,227925,DOE,P.S. 171 Patrick Henry,19 East 103 St,M,10029,212-860-5801
1000052,235962,DOE,P.S. 175 Henry H Garnet,175 West 134 St,M,10030,212-283-0426
988196,198439,DOE,P.S. 184m Shuang Wen,327 Cherry St,M,10002,212-602-9700
990502,201596,DOE,P.S. 188 The Island School,442 East Houston St,M,10002,212-677-5710
987709,220465,DOE,"The Museum Magnet School For Inquiry, Innovation And Imagination",210 West 61 St,M,10023,212-757-4343
1000558,238536,DOE,P.S. 194 Countee Cullen,244 West 144 St,M,10030,212-690-5954
998132,225290,DOE,P.S. 198 Isador E Ida Straus,1700 3 Ave,M,10128,212-289-3702
999569,241664,DOE,P.S. / I.S. 210 - Twenty - First Century Academy For Community Leadership,501 - 503 West 152 St,M,10031,212-283-0012
998580,217620,DOE,P.S. / I.S. 217 Roosevelt Island,645 Main St,M,10044,212-980-0294
998487,233036,DOE,P.S. 242 - The Young Diplomats Magnet Academy,134 West 122 St,M,10027,212-678-2908
991859,210480,DOE,The River School,425 East 35th St,M,10016,212-251-6640
997417,238334,DOE,P.S. 325,500 West 138 St,M,10031,212-234-1335
985552,208488,DOE,Sixth Avenue Elementary School,590 Sixth Ave,M,10011,718-935-3440
1003333,248666,DOE,Washington Heights Expeditionary Learning School,511 West 182nd St,M,10033,212-781-0524
990267,204367,DOE,The Children's Workshop School,610 East 12 St,M,10009,212-614-9531
989435,203081,DOE,Earth School,600 East 6 St,M,10009,212-477-1735
999640,229213,DOE,Mosaic Preparatory Academy,141 East 111 St,M,10029,212-722-3109
982696,198290,DOE,Spruce Street School,12 Spruce St,M,10018,212-266-4800
1001271,245593,DOE,Castle Bridge School,560 West 169 St,M,10032,212-740-4701
997653,227966,DOE,Central Park East II,19 East 103 St,M,10029,212-860-5992
998519,222262,NYCEEC,Cassidy's Place,419 East 86th St,M,10028,212-845-3821
995106,234772,NYCEEC,Corpus Christi,535 West 121st St,M,10027,212-662-9344
982837,211367,NYCEEC,Guardian Angel,193 10th Ave,M,10011,212-989-8280
1001948,247113,NYCEEC,Incarnation School,570 West 175th St,M,10033,212-795-1030
1002207,250051,NYCEEC,Yeshiva Rabbi Samson Raphael Hirsch,85 - 93 Bennett Ave,M,10033,212-568-6200
989603,203419,NYCEEC,St. Brigid School,185 East 7th St,M,10009,212-677-5210
991922,226986,NYCEEC,St. Gregory The Great School,138 West 90th St,M,10024,212-362-5410
1000946,244493,NYCEEC,St. Rose Of Lima School,517 West 164th St,M,10032,212-927-1619
995962,218726,NYCEEC,Lenox Hill Neighborhood House,331 East 70th St,M,10021,212-218-0406
990780,207539,NYCEEC,Imagine ELC At Vets Kids,423 East 23 St,M,10010,212-951-3435
986761,210694,NYCEEC,Ivy League Early Learning Academy,776 Ave Of The Americas,M,10001,212-683-5545
999464,234496,NYCEEC,West Harlem Earlylearn,121 West 128th St,M,10027,212-665-7586
1000111,238365,NYCEEC,Children's Aid Society Drew Hamilton ECC,2672 Frederick Douglass Blvd,M,10030,212-281-9555
990494,201989,NYCEEC,Educational Alliance - Lillian Wald,34 Ave D,M,10009,646-395-4218
999773,227649,NYCEEC,East Harlem Block Nursery 1,215 East 106th St,M,10029,212-427-2571
984993,198569,NYCEEC,Hamilton Madison House Earlylearn Center 2,60 Catherine St,M,10038,212-962-3408
987367,200459,NYCEEC,Grand St. Settlement Dual Center #1,60 Essex St,M,10002,212-677-6990
984548,214046,NYCEEC,Gramercy School,460 West 34th St 2nd Floor,M,10001,212-420-0510
991571,226415,NYCEEC,Child Center Of NY,169 West 87th St,M,10024,212-799-2440
1001671,228791,NYCEEC,Dawning Village Too,2211 First Ave,M,10029,212-369-5313
998272,228245,NYCEEC,Union Carver Early Childhood Program,1565 Madison Ave,M,10029,212-828-6079
996361,235041,NYCEEC,Grant DCC,1299 Amsterdam Ave,M,10027,212-666-6000
1001612,237905,NYCEEC,Graham Windham DCC,669 Lenox Ave,M,10037,212-491-8501
1005683,252665,NYCEEC,Friends Of Crown Heights DCC #28,3732 10th Ave,M,10034,212-567-5655
998287,226796,NYCEEC,East Harlem Center,130 East 101st St,M,10029,212-348-2343
1001880,231331,NYCEEC,Community Life Center 1,221 East 122 St,M,10035,212-427-6800
986866,198046,NYCEEC,Hamilton Madison House Earlylearn Center 5,253 South St,M,10002,212-962-3408
1000957,231682,NYCEEC,Pequenos Souls DCC,114 East 122nd St,M,10035,212-427-7644
999123,230185,NYCEEC,Children's Aid Society Taft ECC,1724 - 26 Madison Ave,M,10029,212-831-0556
989069,203159,NYCEEC,Bank Street Head Start,535 East 5th St,M,10009,212-353-2532
985448,201798,NYCEEC,Chinese Community Concerns Corp.,180 Mott St,M,10012,212-226-5000
998451,240013,NYCEEC,LSSMNY : Early Life Childrens Center 14,510 - 16 West 145th St,M,10031,646-449-0814
989985,200326,NYCEEC,Grand St. Settlement Head Start Center,294 Delancey St,M,10002,212-777-0656
986871,201792,NYCEEC,University Settlement ECC,184 Eldridge St,M,10002,212-453-4584
990973,202812,NYCEEC,Cpc Jacob Riis CCC,108 Ave D,M,10009,212-533-9138
1000605,225535,NYCEEC,Children's Aid At P.S. 50,433 East 100th St,M,10029,646-627-7448
980877,200632,NYCEEC,BMCC ECC,199 Chambers St,M,10013,212-220-8251
999233,223841,NYCEEC,Eisman Day Nursery,1794 First Ave,M,10128,212-876-9200
992832,217190,NYCEEC,Lighthouse CDC,111 East 59th St,M,10022,212-821-9600
986567,219268,NYCEEC,YWCA - NYC Polly Dodge ELC,538 West 55th St,M,10019,212-757-2047
985811,198204,NYCEEC,Hamilton Madison House Earlylearn Center 4,77 Market St,M,10002,212-962-3408
994554,231443,NYCEEC,Bloomingdale Family Program 1,125 West 109th St,M,10025,212-663-4067
994915,231007,NYCEEC,Bloomingdale Family Program III,987 Columbus Ave,M,10025,212-663-4067
994301,229836,NYCEEC,Children's Aid Society Frederick Douglass Ecp,885 Columbus Ave,M,10025,212-865-6337
993659,229287,NYCEEC,Open Door CCC,820 Columbus Ave,M,10025,212-749-5572
987913,221443,NYCEEC,Mabel Barrett Fitzgerald DCC,243 West 64th St,M,10023,212-874-0860
997614,228199,NYCEEC,"Boys & Girls Harbor, Inc.",1 East 104th St,M,10029,212-427-2244
999828,226237,NYCEEC,Metro North Childcare Center,304 East 102nd St,M,10029,212-828-6413
1000093,225928,NYCEEC,Addie Mae Collins 2,345 East 101st St,M,10029,212-831-7373
998789,229562,NYCEEC,East Harlem Chs Bilingual Head Start - 111th,30 East 111th St,M,10029,212-860-7201
999785,234608,NYCEEC,Harlem Gems North,381 Lenox Ave,M,10027,646-539-5898
1001894,238415,NYCEEC,Seventh Avenue Center For Family Services,711 Lenox Ave,M,10039,212-862-0600
998625,235026,NYCEEC,Utopia Children's Center,236 West 129th St,M,10027,212-663-7376
1000508,238706,NYCEEC,ECDO Child Start Center,249 West 144th St,M,10030,212-234-8135
1003129,250109,NYCEEC,St. Elizabeth Pre Kindergarten,612 West 187th St,M,10033,212-568-7291
999621,242578,NYCEEC,Northern Manhattan Head Start,529 West 155 St,M,10032,212-926-8264
1001974,248555,NYCEEC,St. Spyridon Parochial School,124 Wadsworth Ave,M,10033,212-795-6870
1005493,254805,NYCEEC,Nicholas Cardell DCC,84 Vermilyea Ave,M,10034,212-942-6757
985616,201122,NYCEEC,Victoria Children's Group,230 Grand St 2nd Floor,M,10013,212-625-9228
985826,215163,NYCEEC,Hudson Guild,410 West 40th St,M,10018,212-760-9830
998420,229977,NYCEEC,Sunshine Daycare East Harlem,1330 5th Ave,M,10026,212-444-1177
994487,231479,NYCEEC,Cathedral Parkway Towers Preschool,125 West 109th St,M,10025,212-749-0291
992338,227020,NYCEEC,Goddard Riverside Day Care 1,114 West 91st St,M,10025,212-873-6865
988675,200974,NYCEEC,"Educational Alliance, Inc. @ P.S. 142",100 Attorney St,M,10002,646-395-4218
1001825,245069,NYCEEC,Children's Aid Society At P.S. 8,465 West 167th St,M,10032,212-740-8655
988525,224085,NYCEEC,Milestones Uws,319 West 74 St,M,10023,917-273-0776
986966,218169,NYCEEC,Sacred Heart Parochial,456 West 52nt Streetÿÿ,M,10019,212-246-4784
999302,232580,NYCEEC,Community Life Center 2,15 Mt Morris Park West,M,10027,212-427-3000
1003145,249930,NYCEEC,Ft. George Child Center 1,601 W 186 St,M,10033,212-927-2210
1000120,239056,NYCEEC,Urban Concepts / Round The Clock,300 W 145 St,M,10039,212-862-2273
981192,195283,NYCEEC,CCLC At 4 NY Plaza,4 Newyork Plz Suite 104,M,10004,212-513-7367
988190,221100,NYCEEC,Hudson Guild,206 West 64th St,M,10023,212-760-9830
1000579,241793,NYCEEC,Sugar Hill Museum Preschool,400 W 155th St,M,10032,212-862-7155
992730,229469,NYCEEC,My Little Language School,225 West 99th St,M,10025,646-389-7552
1000043,240250,NYCEEC,Moreau LMSW Children & Family Services PC,764 St Nicholas Ave,M,10031,212-234-1036
982942,200504,NYCEEC,NY Preschool Tribeca,88 Leonard St,M,10013,718-228-0800
986841,200508,NYCEEC,Victoria Children's Center,323 Grand St,M,10002,212-625-1828
992315,228138,NYCEEC,River Park Nursery School,711 Amsterdam Ave,M,10025,212-663-1205
989544,202461,NYCEEC,Butterfly CCC,296 East 4th St,M,10009,347-238-9341
1051614,189303,DOE,P.S. 015 Jackie Robinson,121 - 15 Lucas St,Q,11413,718-525-1670
1058444,206065,DOE,P.S. 018 Winchester,86 - 35 235 Ct,Q,11427,718-464-4167
1034491,221402,DOE,P.S. 021 Edward Hart,147 - 36 26 Ave,Q,11354,718-445-8833
1045769,207725,DOE,P.S. 026 Rufus King,195 - 02 69 Ave,Q,11365,718-464-4505
1027687,222887,DOE,P.S. 029 Queens,125 - 10 23 Ave,Q,11356,718-886-5111
1041260,218069,DOE,P.S. 032 State Street,171 - 11 35 Ave,Q,11358,718-463-3747
1048277,199369,DOE,P.S. 035 Nathaniel Woodhull,191 - 02 90 Ave,Q,11423,718-465-6820
1042210,192244,DOE,P.S. 040 Samuel Huntington,109 - 20 Un Hall St,Q,11433,718-526-1906
1050510,155650,DOE,P.S. 043,160 Bch 29 St,Q,11691,718-327-5860
1034022,160276,DOE,P.S. 047 Chris Galas,9 Power Rd,Q,11693,718-634-7167
1037795,192571,DOE,P.S. 050 Talfourd Lawn Elementary School,143 - 26 101 Ave,Q,11435,718-526-5336
1048979,180298,DOE,P.S. 052 Queens,178 - 37 146 Ter,Q,11434,718-528-2238
1014669,204798,DOE,P.S. 58 - School Of Heroes,72 - 24 Grand Ave,Q,11378,718-533-6712
1029774,190197,DOE,P S 62 - Chester Park School,97 - 25 108 St,Q,11419,718-286-4460
1026894,193585,DOE,P.S. 066 Jacqueline Kennedy Onassis,85 - 11 102 St,Q,11418,718-849-0184
1015130,212171,DOE,P.S. 069 Jackson Heights,77 - 02 37 Ave,Q,11372,718-424-7700
1010585,198453,DOE,P.S. 071 Forest,62 - 85 Frst Ave,Q,11385,718-821-7772
996037,210512,DOE,P.S. / I.S. 78q,48 - 09 Ctr Blvd,Q,11109,718-392-5402
1048210,184631,DOE,P.S. 080 The Thurgood Marshall Magnet School,171 - 05 137th Ave,Q,11434,718-528-7070
1010255,220246,DOE,P.S. 084 Steinway,22 - 45 41 St,Q,11105,718-278-1915
1038647,197715,DOE,P.S. Q086,87 - 41 Parsons Blvd,Q,11432,718-291-6264
1012959,195792,DOE,P.S. 088 Seneca,60 - 85 Catalpa Ave,Q,11385,718-821-8121
1016391,195645,DOE,P.S. 091 Richard Arkwright,68 - 10 Central Ave,Q,11385,718-821-6880
1037470,185366,DOE,P.S. 096,130 - 01 Rockaway Blvd,Q,11420,718-529-2547
1033717,186944,DOE,P.S. 100 Glen Morris,111 - 11 118 St,Q,11420,718-843-8390
1018078,206436,DOE,P.S. 102 Bayview,55 - 24 Van Horn St,Q,11373,718-446-3308
1044941,156370,DOE,P.S. 105 The Bay School,420 Bch 51 St,Q,11691,718-474-8615
1039753,214680,DOE,P.S. 107 Thomas A Dooley,167 - 02 45 Ave,Q,11358,718-762-5995
1001090,215721,DOE,P.S. 111 Jacob Blackwell,37 - 15 13 St,Q,11101,718-786-2073
1064758,210409,DOE,P.S. 115 Glen Oaks,80 - 51 261 St,Q,11004,718-831-4010
1036048,198074,DOE,P.S. 117 J Keld / Briarwood School,85 - 15 143 St,Q,11435,718-526-4780
1031607,210838,DOE,P.S. 120 Queens,58 - 01 136 St,Q,11355,718-359-3390
1007503,223572,DOE,P.S. 122 Mamie Fay,21 - 21 Ditmars Blvd,Q,11105,718-721-6410
1019884,217981,DOE,P.S. 127 Aerospace Science Magnet,98 - 01 25 Ave,Q,11369,718-446-4700
1044081,216176,DOE,P.S. 130,200 - 01 42 Ave,Q,11361,718-357-6606
1062501,206100,DOE,P.S. 133 Queens,248 - 05 86 Ave,Q,11426,718-831-4016
1051511,201882,DOE,The Bellaire School,207 - 11 89 Ave,Q,11427,718-464-2119
1057841,179723,DOE,P.S. / Ms138 Sunrise,251 - 11 Weller Ave,Q,11422,718-528-9053
1025018,199833,DOE,P.S. 144 Col Jeromus Remsen,93 - 02 69 Ave,Q,11375,718-268-2775
1056222,193481,DOE,P.S. / M.S. 147 Ronald Mcnair,218 - 01 116 Ave,Q,11411,718-528-2420
1005476,210979,DOE,P.S. 150 Queens,40 - 01 43 Ave,Q,11104,718-784-2252
1011858,213657,DOE,P.S. 152 Gwendoline N Alleyne School,33 - 52 62 St,Q,11377,718-429-3141
1037682,204068,DOE,P.S. 154 Queens,75 - 02 162 St,Q,11366,718-591-1500
1055567,184448,DOE,P.S. 156 Laurelton,229 - 02 137 Ave,Q,11413,718-528-9173
1039710,190041,DOE,P.S. 160 Walter Francis Bishop,109 - 59 Inwood St,Q,11435,718-526-5523
1037238,209213,DOE,P.S. 163 Flushing Heights,159 - 01 59 Ave,Q,11365,718-353-2514
1034688,205168,DOE,P.S. 165 Edith K Bergtraum,70 - 35 150 St,Q,11367,718-263-4004
1045527,224504,DOE,P.S. 169 Bay Terrace,18 - 25 212 St,Q,11360,718-428-6160
1040985,206840,DOE,P.S. 173 Fresh Meadows,174 - 10 67 Ave,Q,11365,718-358-2243
1025050,205563,DOE,P.S. 175 The Lynn Gross Discovery School,64 - 35 102 St,Q,11374,718-897-8600
1046031,203298,DOE,P.S. / I.S. 178 Holliswood,189 - 10 Radnor Rd,Q,11423,718-464-5763
1038210,154094,DOE,P.S. 183 Dr. Richard R Green,2 - 45 Bch 79 St,Q,11693,718-634-9459
1061373,212506,DOE,P.S. 186 Castlewood,252 - 12 72 Ave,Q,11426,718-831-4021
1064960,206867,DOE,P.S. 191 Mayflower,85 - 15 258 St,Q,11001,718-831-4032
1057591,177209,DOE,P.S. 195 William Haberle,253 - 50 149 Ave,Q,11422,718-723-0313
1055406,157947,DOE,P.S. 197 The Ocean School,825 Hicksville Rd,Q,11691,718-327-1083
1038160,205716,DOE,P.S. / M.S. 200 - The Pomonok School & Star Academy,70 - 10 164 St,Q,11365,718-969-7780
1050742,213922,DOE,P.S. 203 Oakland Gardens,53 - 11 Springfield Blvd,Q,11364,718-423-8652
1022823,206785,DOE,P.S. 206 The Horace Harding School,61 - 02 98 St,Q,11374,718-592-0300
1040977,224912,DOE,P.S. 209 Clearview Gardens,16 - 10 Utopia Pkwy,Q,11357,718-352-3939
1054700,211687,DOE,P.S. 213 The Carl Ullman School,231 - 02 67 Ave,Q,11364,718-423-8747
1033062,207501,DOE,P.S. 219 Paul Klapper,144 - 39 Gravett Rd,Q,11367,718-793-2130
1058701,215755,DOE,P.S. 221 The North Hills School,57 - 40 Marathon Pkwy,Q,11362,718-423-8825
1042668,184951,DOE,P.S. 223 Lyndon B Johnson,125 - 20 Sutphin Blvd,Q,11434,718-322-9012
1012873,206947,DOE,P.S. 229 Emanuel Kaplan,67 - 25 51 Rd,Q,11377,718-446-2120
1010857,194024,DOE,P.S. 239,17 - 15 Weirfield St,Q,11385,718-417-2840
1032411,214241,DOE,The Active Learning Elementary School,137 - 20 Franklin Ave,Q,11355,718-445-5730
1053949,160637,DOE,P.S. 253,1307 Central Ave,Q,11691,718-327-0895
1059605,211058,DOE,P.S. / I.S. 266,74 - 10 Commonwealth Blvd,Q,11426,718-479-3920
1027416,192016,DOE,P.S. 273,88 - 07 102nd St,Q,11418,718-286-8300
1058685,201984,DOE,P.S. / I.S. 295,222 - 14 Jamaica Ave,Q,11428,718-464-1433
1007824,196826,DOE,Learners And Leaders,378 Seneca Ave,Q,11385,718-366-1061
1025871,188263,DOE,Queens Explorer's Elementary,90 - 07 101st Ave,Q,11416,718-558-7088
1043527,155806,DOE,Goldie Maple Academy,3 - 65 Bch 56 St,Q,11692,718-945-3300
1005703,209569,DOE,The Children's Lab School,45 - 45 42nd St,Q,11104,718-361-3300
1046831,186978,DOE,P.S. 354,126 - 10 Bedell St,Q,11434,718-276-1348
1010261,211774,DOE,P.S. 361,57 - 02 To 57 - 08 39th Ave,Q,11377,718-935-3614
1033794,208475,DOE,"The Queens College School For Math, Science And Technology",148 - 20 Reeves Ave,Q,11367,718-461-7462
1030077,201214,NYCEEC,Beth Gavriel / Sha'arei Zion Ohel Bracha,7524 Grand Central Pkwy,Q,11375,718-897-6771
1032251,195995,NYCEEC,Bais Yaakov Academy Of Queens ( Metropolitan Ave ),124 - 50 Metropolitan Ave,Q,11415,718-847-5352
1015193,214146,NYCEEC,"Garden School, Inc.",3316 79th St,Q,11372,718-335-6363
1008949,222490,NYCEEC,Immaculate Conception School,21 - 63 29th St,Q,11105,718-728-1969
1020000,205666,NYCEEC,Jewish Institute Of Queens,6005 Woodhaven Blvd,Q,11373,718-426-9369
1057235,202865,NYCEEC,Our Lady Of Lourdes Catholic Academy,92 - 80 220th St,Q,11428,718-464-1480
1011398,198614,NYCEEC,Notre Dame Catholic Academy Of Ridgewood,62 - 22 61st St,Q,11385,718-821-2221
1021535,201917,NYCEEC,Our Saviour Lutheran School,6433 Woodhaven Blvd,Q,11374,718-897-4343
1057003,193854,NYCEEC,Sacred Heart Catholic Academy,115 - 50 221 St,Q,11411,718-527-0123
1034204,151925,NYCEEC,St. Camillus School,185 Bch 99th St,Q,11694,718-634-5260
1024149,189094,NYCEEC,St. Elizabeth School,9401 85th St,Q,11416,718-843-0914
1043408,214042,NYCEEC,St. Kevin School,4550 195th St,Q,11358,718-357-8110
1037158,201181,NYCEEC,St. Nicolas Of Tolentine School,8022 Parsons Blvd,Q,11435,718-380-1900
1010927,202441,NYCEEC,St. Stanislaus Kostka School,6117 Grand Ave,Q,11378,718-326-1585
1021854,207553,NYCEEC,Sesame Sprout,96 - 08 57 Ave,Q,11368,718-271-2294
1033919,201620,NYCEEC,"Stepping Stone Day School, Inc.",7740 Vleigh Pl,Q,11367,718-591-9093
1034332,205260,NYCEEC,Yeshiva Of Central Queens,147 - 37 70 Rd,Q,11367,718-793-8500
1015680,200155,NYCEEC,"Books And Rattles, Inc. Site 2",6308 69th Pl,Q,11379,718-381-7777
1059754,206399,NYCEEC,YMCA Of Greater New York - Cross Island,238 - 10 Hillside Ave,Q,11426,718-551-9313
1060902,216694,NYCEEC,Samuel Field YM & YWHA ( Little Neck ),5820 Little Nck Pkwy,Q,11362,718-225-6750
1013141,207040,NYCEEC,Denizko DCC,51 - 07 69th St,Q,11377,718-426-0123
1033397,214282,NYCEEC,Honeypot Day Care,140 - 22 Beech Ave,Q,11355,718-539-2388
1033587,214128,NYCEEC,Kissena Cherry Day Care,14026 Cherry Ave,Q,11355,917-952-6727
1031102,213556,NYCEEC,Rainbow Child Dev Center,13320 Avery Ave,Q,11355,718-321-1610
1057488,219913,NYCEEC,Kiddie Academy Of Little Neck,25220 Northern Boulevard3rd Floor,Q,11362,718-229-2829
1039468,195353,NYCEEC,Imagine ELC,1 Jamaica Ctr Plz,Q,11432,718-557-5520
1010414,217481,NYCEEC,Elber Islamic School,25 - 42 49th St,Q,11103,917-362-1130
1015411,213723,NYCEEC,Jackson Heights Learning Center Annex,7910 34 Ave Suite 1x,Q,11372,917-382-5150
997043,210874,NYCEEC,Lolly's ECC,5 - 44 47 Ave,Q,11101,516-852-6339
1012517,194119,NYCEEC,Greater Ridgewood,5903 Summerfield St,Q,11385,718-456-5437
1052560,157261,NYCEEC,Ralph Hirschkorn CCC,310 Bch 20th St,Q,11691,718-327-1141
1021867,216706,NYCEEC,SCO Family Of Services Jerome Hardeman Ece,29 - 49 Gillmore St,Q,11369,718-779-1660
1037792,198993,NYCEEC,North Side School - Parsons ( Half - Day ),84 - 60 Parsons Blvd,Q,11432,718-229-5050
1058114,201386,NYCEEC,"A To Z Center Too, Inc.",220 - 24 Jamaica Ave,Q,11428,718-740-8400
1018566,206123,NYCEEC,Happy Dragon Of New York,8602 57th Ave,Q,11373,718-397-5733
1040910,155872,NYCEEC,Battalion Christian Academy,454 Bch 67 St,Q,11692,718-634-7172
1024841,206519,NYCEEC,Forest Park - Beth Jacob,10235 63rd Rd,Q,11375,718-896-4444
1041882,187064,NYCEEC,All My Children Day Care 6,11716 Sutphin Blvd,Q,11434,718-322-2030
1019247,202210,NYCEEC,NY League Forest Hills West,6325 Dry Hbr Rd,Q,11379,718-639-9750
1030936,197073,NYCEEC,Sholom Day Care 1,8204 Lefferts Blvd,Q,11418,718-850-2934
1050411,191374,NYCEEC,Be Above Site 16,189 - 26 Linden Blvd,Q,11412,718-978-0400
1056311,195743,NYCEEC,Xcel Tiny Tots Inc.,113 - 15 Springfield Blvd,Q,11429,718-740-2557
1028325,177403,NYCEEC,Howard Beach Judea Center,16205 90th St,Q,11414,718-848-1111
1009287,214406,NYCEEC,PAL Woodside Early Learn Center,5037 Broadway,Q,11377,718-278-3616
1030561,195499,NYCEEC,Sholom Day Care 2,8437 118th St,Q,11418,718-850-2934
1042016,187099,NYCEEC,Committee For Early Childhood Development Head Start 2,11721 Sutphin Blvd,Q,11434,718-848-0276
1045461,203314,NYCEEC,All My Children,83 - 10 188 St,Q,11423,718-576-6812
1022636,212934,NYCEEC,Mi Nuevo Mundo,104 - 19 39th Ave,Q,11368,718-476-3128
1047947,216381,NYCEEC,Immanuel Genius,"213 - 03 Northern Blvd, 3fl",Q,11361,718-819-0190
1034924,199998,NYCEEC,Ira's Parkway Day Care,14120 Grand Central Pkwy,Q,11435,718-739-6500
1041702,207852,NYCEEC,Jewish Institute Of Queens,64 - 41 Utopia Pkwy,Q,11365,718-480-0100
1037801,198967,NYCEEC,Northside School,84 - 60 Parsons Blvd,Q,11432,718-298-6161
1039977,196237,NYCEEC,Bessie & Nora's Place,90 - 05 161st St,Q,11432,718-739-0884
1036465,153570,NYCEEC,Early Steps Family Center,216 Bch 87th St,Q,11693,718-888-2301
1017390,209062,NYCEEC,Qing Sheng Wang GFDC,83 - 32 Cornish Ave,Q,11373,718-651-3372
1012501,208731,NYCEEC,"ABC Preschool & Kindergarten Center, Corp.",66 - 20 Laurel Hl Blvd,Q,11377,718-672-2424
